sentence_id,text,label,score,start,end,sentence
171,Meyer-Bircher,ORG,0.996,121,134,"Auf dem am Rand gewellten Fuß silbern ausgesparte getriebene Medaillons: a) Christus am Ölberg; b) Kreuzigung; c) Wappen Meyer-Bircher, Luzern."
171,Luzern,LOC,1.0,136,142,"Auf dem am Rand gewellten Fuß silbern ausgesparte getriebene Medaillons: a) Christus am Ölberg; b) Kreuzigung; c) Wappen Meyer-Bircher, Luzern."
174,St.,PER,1.0,33,36,König mit Vexillum und Kruzifix (St. Ludwig?)
174,Ludwig,PER,0.837,37,43,König mit Vexillum und Kruzifix (St. Ludwig?)
175,Otmar,PER,0.996,9,14,; b) St. Otmar; c) hl.
176,St.,PER,0.999,18,21,"Mönch, vermutlich St. Magnus."
176,Magnus,PER,0.994,22,28,"Mönch, vermutlich St. Magnus."
184,Münsterlingen,LOC,1.0,57,70,Dazwischen ovale Emailmedaillons: a) Wappen des Klosters Münsterlingen.
185,Maria Beatrix Abbatissa,PER,0.984,11,34,"Umschrift: Maria Beatrix Abbatissa Minsterlingensis, 1707; b) St. Scholastika oder Walburga?"
185,Minsterlingensis,PER,0.43,35,51,"Umschrift: Maria Beatrix Abbatissa Minsterlingensis, 1707; b) St. Scholastika oder Walburga?"
185,St.,PER,0.909,62,65,"Umschrift: Maria Beatrix Abbatissa Minsterlingensis, 1707; b) St. Scholastika oder Walburga?"
185,Scholastika,PER,0.998,66,77,"Umschrift: Maria Beatrix Abbatissa Minsterlingensis, 1707; b) St. Scholastika oder Walburga?"
185,Walburga,PER,1.0,83,91,"Umschrift: Maria Beatrix Abbatissa Minsterlingensis, 1707; b) St. Scholastika oder Walburga?"
186,Conventus Münsterlingensis 1707,MISC,0.796,22,53,Umschrift in Kursiv: «Conventus Münsterlingensis 1707»; c) das hl.
188,Engelputti,PER,0.98,9,19,Am Knauf Engelputti mit Kultgeräten.
189,Christus am Ölberg,PER,0.695,82,100,Am Korb ebenfalls Engel mit Leidenssymbolen zwischen farbigen Emailmedaillons: a) Christus am Ölberg; b) Kreuztragung; c) Kreuzigung.
190,Augsburg,LOC,1.0,15,23,"Beschauzeichen Augsburg, Meistermarke des Joh."
190,Joh.,PER,1.0,42,46,"Beschauzeichen Augsburg, Meistermarke des Joh."
191,Zeckel,PER,1.0,0,6,"Zeckel, Rosenberg Nr. 756, Schröder Nr. 8 (Abb. 197)."
191,Rosenberg,LOC,0.911,8,17,"Zeckel, Rosenberg Nr. 756, Schröder Nr. 8 (Abb. 197)."
191,Schröder,PER,0.991,27,35,"Zeckel, Rosenberg Nr. 756, Schröder Nr. 8 (Abb. 197)."
197,Augsburg,LOC,1.0,15,23,Beschauzeichen Augsburg mit Lit.
199,Franz Thaddäus Lang,PER,1.0,19,38,"Meisterzeichen des Franz Thaddäus Lang, Rosenberg Nr. 869, Schröder Nr. 18. Im Fuß eine aufgelötete Plakette mit dem quadrierten Wappen Abt Coelestins II."
199,Rosenberg,LOC,0.842,40,49,"Meisterzeichen des Franz Thaddäus Lang, Rosenberg Nr. 869, Schröder Nr. 18. Im Fuß eine aufgelötete Plakette mit dem quadrierten Wappen Abt Coelestins II."
199,Schröder,PER,0.942,59,67,"Meisterzeichen des Franz Thaddäus Lang, Rosenberg Nr. 869, Schröder Nr. 18. Im Fuß eine aufgelötete Plakette mit dem quadrierten Wappen Abt Coelestins II."
199,Coelestins II,PER,1.0,140,153,"Meisterzeichen des Franz Thaddäus Lang, Rosenberg Nr. 869, Schröder Nr. 18. Im Fuß eine aufgelötete Plakette mit dem quadrierten Wappen Abt Coelestins II."
200,Schloss Roggwil,LOC,0.999,24,39,und der Beischrift « 17 Schloss Roggwil 42 ».
204,Augsburg,LOC,1.0,15,23,Beschauzeichen Augsburg mit Lit.
206,Rosenberg,PER,0.99,18,27,Meistermarke nach Rosenberg Nr. 922 vielleicht Joh.
206,Joh.,PER,0.999,47,51,Meistermarke nach Rosenberg Nr. 922 vielleicht Joh.
207,Christ,PER,0.94,0,6,Christ.
208,Stenglin,PER,0.998,0,8,"Stenglin, nach Schröder Nr. 40 dagegen wahrscheinlich Joh."
208,Schröder,PER,1.0,15,23,"Stenglin, nach Schröder Nr. 40 dagegen wahrscheinlich Joh."
208,Joh,PER,0.957,54,57,"Stenglin, nach Schröder Nr. 40 dagegen wahrscheinlich Joh."
209,Carl Ignaz Stippeldey,PER,1.0,0,21,Carl Ignaz Stippeldey ZUZUschreiben.
216,Michael,PER,1.0,31,38,"Dazwischen Halbfiguren von St. Michael, Johannes Ev. und hl."
216,Johannes Ev.,PER,1.0,40,52,"Dazwischen Halbfiguren von St. Michael, Johannes Ev. und hl."
217,Hermann der Lahme,PER,1.0,18,35,Mönch mit Globus (Hermann der Lahme).
218,St. Gallus,PER,0.94,46,56,"Am Korb in Rocaillekartuschen Halbfiguren von St. Gallus, Benedikt und Scholastika."
218,Benedikt,PER,1.0,58,66,"Am Korb in Rocaillekartuschen Halbfiguren von St. Gallus, Benedikt und Scholastika."
218,Scholastika,PER,1.0,71,82,"Am Korb in Rocaillekartuschen Halbfiguren von St. Gallus, Benedikt und Scholastika."
219,Augsburg,LOC,0.999,15,23,Beschauzeichen Augsburg Lit.
221,Jos.,PER,0.999,17,21,Meistermarke des Jos.
222,Ant.,PER,1.0,0,4,Ant.
223,Seethaler,PER,1.0,0,9,"Seethaler, Rosenberg Nr. 1018, Schröder Nr.26."
223,Rosenberg,PER,1.0,11,20,"Seethaler, Rosenberg Nr. 1018, Schröder Nr.26."
223,Schröder,PER,1.0,31,39,"Seethaler, Rosenberg Nr. 1018, Schröder Nr.26."
227,Augsburg,LOC,1.0,15,23,"Beschauzeichen Augsburg, Lit."
229,J.,PER,1.0,17,19,Meistermarke des J.
230,C. Bertold,PER,1.0,0,10,"C. Bertold, Rosenberg Nr. 971, Schröder Nr. 24. Meßkännchen mit Platten."
230,Rosenberg,PER,0.999,12,21,"C. Bertold, Rosenberg Nr. 971, Schröder Nr. 24. Meßkännchen mit Platten."
230,Schröder,PER,1.0,31,39,"C. Bertold, Rosenberg Nr. 971, Schröder Nr. 24. Meßkännchen mit Platten."
234,Rapperswil,LOC,0.999,15,25,Beschauzeichen Rapperswil Tab.
235,Carl Ignaz Dietrich,PER,1.0,27,46,"I, Nr. 4, Meistermarke des Carl Ignaz Dietrich, Tab."
237,MAGZ,ORG,1.0,0,4,"MAGZ 1949, S.46, 147."
244,Augsburg,LOC,1.0,15,23,"Beschauzeichen Augsburg, Lit."
254,Augsburg,LOC,1.0,15,23,"Beschauzeichen Augsburg, Lit."
256,J CS,MISC,1.0,13,17,Meistermarke J CS nach Rosenberg Nr. 922 des Joh.
256,Rosenberg,PER,1.0,23,32,Meistermarke J CS nach Rosenberg Nr. 922 des Joh.
256,Joh.,PER,0.996,45,49,Meistermarke J CS nach Rosenberg Nr. 922 des Joh.
257,Christ.,PER,0.998,0,7,Christ.
258,Stenglin,PER,1.0,0,8,"Stenglin, nach Schröder Nr.40 wahrscheinlicher des Joh."
258,Schröder,PER,1.0,15,23,"Stenglin, nach Schröder Nr.40 wahrscheinlicher des Joh."
258,Joh,PER,0.995,51,54,"Stenglin, nach Schröder Nr.40 wahrscheinlicher des Joh."
259,Carl Ign.,PER,0.857,0,9,Carl Ign.
260,Stippeldey,PER,1.0,0,10,Stippeldey († 1766).
264,Ecclesia,ORG,0.585,95,103,"Das Gehäuse ziert eine nimbierte weibliche Gestalt mit Kreuz, Kelch und Hostie, vermutlich die Ecclesia."
265,Zug,LOC,0.991,15,18,Beschauzeichen Zug.
266,Carl Amade Spillmann,PER,1.0,17,37,Meistermarke des Carl Amade Spillmann (1773 bis 1861).
273,Christus,PER,1.0,104,112,Auf Stamm und Armen in flacher nachziselierter Treibarbeit ein Weinstock mit Trauben als Symbol des von Christus vergossenen Blutes.
274,Matthäus,PER,1.0,137,145,"In den Enden zwischen zarten aufgelegten Ranken runde getriebene und vergoldete Medaillons: oben sowie rechts und links die Evangelisten Matthäus, Johannes und Markus, unten St. Fides in Halbfigur."
274,Johannes,PER,1.0,147,155,"In den Enden zwischen zarten aufgelegten Ranken runde getriebene und vergoldete Medaillons: oben sowie rechts und links die Evangelisten Matthäus, Johannes und Markus, unten St. Fides in Halbfigur."
274,Markus,PER,1.0,160,166,"In den Enden zwischen zarten aufgelegten Ranken runde getriebene und vergoldete Medaillons: oben sowie rechts und links die Evangelisten Matthäus, Johannes und Markus, unten St. Fides in Halbfigur."
274,St.,PER,0.943,174,177,"In den Enden zwischen zarten aufgelegten Ranken runde getriebene und vergoldete Medaillons: oben sowie rechts und links die Evangelisten Matthäus, Johannes und Markus, unten St. Fides in Halbfigur."
274,Fides,PER,1.0,178,183,"In den Enden zwischen zarten aufgelegten Ranken runde getriebene und vergoldete Medaillons: oben sowie rechts und links die Evangelisten Matthäus, Johannes und Markus, unten St. Fides in Halbfigur."
275,Lukas,PER,1.0,27,32,Auf der Rückseite oben St. Lukas.
278,Rapperswil,LOC,1.0,15,25,"Beschauzeichen Rapperswil, Tab."
280,Joh.,PER,0.999,13,17,Meistermarke Joh.
281,Dumeisen,PER,1.0,0,8,"Dumeisen, Tab."
283,Mayi,MISC,0.796,228,232,"Spätere Zutaten sind zwei den Gekreuzigten einrahmende Weinranken, die wellenförmigen Strahlen und — auf der Rückseite unten — eine Blume mit Inschrift: Crucem Hanc Pancratius Princeps Osculatur Vere Latus Exilio Regressus 26ta Mayi (1799) In Introitu Matricis Ecclesle S. Galli.* (Abb. 195)."
283,Matricis Ecclesle S. Galli.,MISC,0.783,252,279,"Spätere Zutaten sind zwei den Gekreuzigten einrahmende Weinranken, die wellenförmigen Strahlen und — auf der Rückseite unten — eine Blume mit Inschrift: Crucem Hanc Pancratius Princeps Osculatur Vere Latus Exilio Regressus 26ta Mayi (1799) In Introitu Matricis Ecclesle S. Galli.* (Abb. 195)."
284,Johann Dumeisen von Rapperswil,PER,1.0,47,77,"Das Kreuz ist auch archivalisch als Arbeit des Johann Dumeisen von Rapperswil, eines Sohnes des Heinrich Dumeisen®, aus der Zeit um 1708 nachgewiesen}."
284,Heinrich Dumeisen,PER,1.0,96,113,"Das Kreuz ist auch archivalisch als Arbeit des Johann Dumeisen von Rapperswil, eines Sohnes des Heinrich Dumeisen®, aus der Zeit um 1708 nachgewiesen}."
287,St. Gallus,LOC,0.999,3,13,"1. St. Gallus, Höhe ohne Postament 57 cm."
289,St. Otmar,LOC,0.992,0,9,"St. Otmar, H. 57 cm."
291,St. Agnes,LOC,0.97,0,9,"St. Agnes, H. 65 cm."
293,Christian Wenzinger,PER,1.0,15,34,Vielleicht von Christian Wenzinger.
296,St. Fides,LOC,0.995,0,9,"St. Fides, H. 65 cm."
298,Lindau,LOC,0.999,15,21,Beschauzeichen Lindau Tab.
300,C.,MISC,0.627,13,15,Meistermarke C.
301,F.,MISC,0.994,0,2,"F., Tab."
302,A.,MISC,0.522,93,95,"I, Nr. 26. Auf eine spätere Renovation bezieht sich die Inschrift auf einer Deckelplakette: «A. Barb."
302,Barb.,PER,0.612,96,101,"I, Nr. 26. Auf eine spätere Renovation bezieht sich die Inschrift auf einer Deckelplakette: «A. Barb."
303,Kroemler,PER,0.971,0,8,Kroemler maritata Wonlich MDCCCXVIII» (1818.)
311,Gebrüder Graßmayr,ORG,0.986,34,51,Fünfteiliges Geläute der Gießerei Gebrüder Graßmayr in Feldkirch (1874).
311,Feldkirch,LOC,1.0,55,64,Fünfteiliges Geläute der Gießerei Gebrüder Graßmayr in Feldkirch (1874).
315,Theodosius Ernst,PER,1.0,17,33,Vier Glocken von Theodosius Ernst in Lindau (1642).
315,Lindau,LOC,1.0,37,43,Vier Glocken von Theodosius Ernst in Lindau (1642).
317,St. Georgen,LOC,1.0,8,19,"Das von St. Georgen ostwärts sich erstreckende Hügelgebiet wird schon von altersher die «Nöggersberge» genannt, welcher Name die Erinnerung an einen Eigentümer Notker wach erhält."
317,Nöggersberge,LOC,1.0,89,101,"Das von St. Georgen ostwärts sich erstreckende Hügelgebiet wird schon von altersher die «Nöggersberge» genannt, welcher Name die Erinnerung an einen Eigentümer Notker wach erhält."
317,Notker,PER,1.0,160,166,"Das von St. Georgen ostwärts sich erstreckende Hügelgebiet wird schon von altersher die «Nöggersberge» genannt, welcher Name die Erinnerung an einen Eigentümer Notker wach erhält."
318,Ulrich von Notkersegg,PER,1.0,90,111,"Es handelt sich hier vielleicht um die gleiche Familie, die noch 1346 in der Person eines Ulrich von Notkersegg vorkommt (UB III, S. 563)."
318,UB,MISC,0.965,122,124,"Es handelt sich hier vielleicht um die gleiche Familie, die noch 1346 in der Person eines Ulrich von Notkersegg vorkommt (UB III, S. 563)."
319,Notkersegg,LOC,1.0,0,10,"Notkersegg stellt das östliche, ehemals «Kapf» benannte Ende dieses Höhenzuges dar (UB III, S. 326)."
319,Kapf,LOC,1.0,41,45,"Notkersegg stellt das östliche, ehemals «Kapf» benannte Ende dieses Höhenzuges dar (UB III, S. 326)."
319,UB,MISC,0.94,84,86,"Notkersegg stellt das östliche, ehemals «Kapf» benannte Ende dieses Höhenzuges dar (UB III, S. 326)."
320,Notkersegg,LOC,1.0,19,29,"Als Flurname kommt Notkersegg urkundlich erstmals 1303 vor (UB III, S. 326)."
320,UB III,MISC,0.961,60,66,"Als Flurname kommt Notkersegg urkundlich erstmals 1303 vor (UB III, S. 326)."
321,Stäbiner,PER,1.0,40,48,"Am 17. August 1381 schenkten die Brüder Stäbiner eine Hofstatt «in dem tann» neben «Nöggersegge», die sie von der Stiftskustorei zu Erblehen hatten, den Schwestern Ursel Brunner aus dem Rheintal, der Elisabeth Schneider von Berg und der Anna Frig von Utwil «zu rechten Gemeinden» (also zur Begründung einer religiösen Gemeinschaft)."
321,Nöggersegge,LOC,1.0,84,95,"Am 17. August 1381 schenkten die Brüder Stäbiner eine Hofstatt «in dem tann» neben «Nöggersegge», die sie von der Stiftskustorei zu Erblehen hatten, den Schwestern Ursel Brunner aus dem Rheintal, der Elisabeth Schneider von Berg und der Anna Frig von Utwil «zu rechten Gemeinden» (also zur Begründung einer religiösen Gemeinschaft)."
321,Ursel Brunner,PER,1.0,164,177,"Am 17. August 1381 schenkten die Brüder Stäbiner eine Hofstatt «in dem tann» neben «Nöggersegge», die sie von der Stiftskustorei zu Erblehen hatten, den Schwestern Ursel Brunner aus dem Rheintal, der Elisabeth Schneider von Berg und der Anna Frig von Utwil «zu rechten Gemeinden» (also zur Begründung einer religiösen Gemeinschaft)."
321,Rheintal,LOC,1.0,186,194,"Am 17. August 1381 schenkten die Brüder Stäbiner eine Hofstatt «in dem tann» neben «Nöggersegge», die sie von der Stiftskustorei zu Erblehen hatten, den Schwestern Ursel Brunner aus dem Rheintal, der Elisabeth Schneider von Berg und der Anna Frig von Utwil «zu rechten Gemeinden» (also zur Begründung einer religiösen Gemeinschaft)."
321,Elisabeth Schneider von Berg,PER,1.0,200,228,"Am 17. August 1381 schenkten die Brüder Stäbiner eine Hofstatt «in dem tann» neben «Nöggersegge», die sie von der Stiftskustorei zu Erblehen hatten, den Schwestern Ursel Brunner aus dem Rheintal, der Elisabeth Schneider von Berg und der Anna Frig von Utwil «zu rechten Gemeinden» (also zur Begründung einer religiösen Gemeinschaft)."
321,Anna Frig von Utwil,PER,1.0,237,256,"Am 17. August 1381 schenkten die Brüder Stäbiner eine Hofstatt «in dem tann» neben «Nöggersegge», die sie von der Stiftskustorei zu Erblehen hatten, den Schwestern Ursel Brunner aus dem Rheintal, der Elisabeth Schneider von Berg und der Anna Frig von Utwil «zu rechten Gemeinden» (also zur Begründung einer religiösen Gemeinschaft)."
322,UB IV,MISC,0.926,90,95,"Die Frauen sollen «in göttlichem Leben» immer auf der fraglichen Hofstatt wohnen bleiben (UB IV, S.265)."
323,Kuno,PER,1.0,31,35,"In einer Bestätigung des Abtes Kuno vom 17. August 1396 wird Ursula als «Meisterin» genannt (UB IV, S.1119)."
323,Ursula,PER,1.0,61,67,"In einer Bestätigung des Abtes Kuno vom 17. August 1396 wird Ursula als «Meisterin» genannt (UB IV, S.1119)."
325,Portnerhofes,LOC,1.0,108,120,Außer dem Haus «im Tann» besaßen die Schwestern vorübergehend noch ein Gebäude in der Stadt im Quartier des Portnerhofes.
326,Hus,ORG,0.349,75,78,"Es figuriert im ältesten Häuserverzeichnis (nach 1480) als «der Schwestren Hus uß nögersegg» (Mitt. XI, S. 186)."
326,nögersegg,PER,0.473,82,91,"Es figuriert im ältesten Häuserverzeichnis (nach 1480) als «der Schwestren Hus uß nögersegg» (Mitt. XI, S. 186)."
328,Notkersegg,LOC,1.0,50,60,Über das Verhältnis der beiden Niederlassungen in Notkersegg und dem Portnerhof ist nichts bekannt.
328,Portnerhof,LOC,1.0,69,79,Über das Verhältnis der beiden Niederlassungen in Notkersegg und dem Portnerhof ist nichts bekannt.
